Probe_name	GB_ACC
212910_at	W19873
212911_at	AB023179
212912_at	AI992251
212913_at	BE674960
212914_at	AV648364
212915_at	AL569804
212916_at	AW249934
212917_x_at	AI814728
212918_at	AI962943
212919_at	AV715578
212920_at	AV682285
212921_at	AF070592
212922_s_at	AI809870
212923_s_at	AK024828
212924_s_at	N37057
212925_at	AA143765
212926_at	AW183677
212927_at	AB011166
212928_at	AL050331
212929_s_at	W68158
212930_at	AW576457
212931_at	AB006630
212932_at	AK022494
212933_x_at	AA961748
212934_at	AI245523
212935_at	AB002360
212936_at	AI927701
212937_s_at	M20776
212938_at	M20776
212939_at	M20776
212940_at	BE350145
212942_s_at	AB033025
212943_at	AB011100
212944_at	AK024896
212945_s_at	BE502432
212946_at	AK025432
212947_at	AL031685
212948_at	AB020716
212949_at	D38553
212950_at	BF941499
212951_at	N95226
212952_at	AA910371
212953_x_at	BE251303
212954_at	AF263541
212955_s_at	AL037557
212956_at	AI348094
212957_s_at	AU154785
212958_x_at	AI022882
212959_s_at	AK001821
212960_at	BE646554
212961_x_at	L43578
212962_at	AK023573
212963_at	BF968960
212964_at	AI912206
212965_at	BE465318
212966_at	AL043112
212967_x_at	AW148801
212968_at	BF940276
212969_x_at	BE222618
212970_at	AI694303
212971_at	AI769685
212972_x_at	AL080130
212973_at	AI692341
212974_at	AI808958
212975_at	AB020677
212976_at	R41498
212977_at	AI817041
212978_at	AU146004
212979_s_at	AW293343
212980_at	AL050376
212981_s_at	BF030508
212982_at	AI621223
212983_at	NM_005343
212984_at	BE786164
212985_at	BF115739
212986_s_at	BF112255
212987_at	AL031178
212988_x_at	AL515810
212989_at	AI377497
212990_at	AB020717
212991_at	AL137520
212992_at	AI935123
212993_at	AA114166
212994_at	BE543527
212995_x_at	BG255188
212996_s_at	AI803485
212997_s_at	AU151689
212998_x_at	AI583173
212999_x_at	AW276186
213000_at	AP000693
213001_at	AF007150
213002_at	AA770596
213003_s_at	BF061054
213004_at	AI074333
213005_s_at	D79994
213006_at	AV655640
213007_at	W74442
213008_at	BG403615
213009_s_at	AK022701
213010_at	AI088622
213011_s_at	BF116254
213012_at	D42055
213013_at	BG164295
213014_at	BG222394
213015_at	BF448315
213016_at	AA573805
213017_at	AL534702
213018_at	AI337901
213019_at	AI123233
213020_at	AI814252
213021_at	AI741876
213022_s_at	NM_007124
213023_at	NM_007124
213024_at	BF593908
213025_at	AL134904
213026_at	BE965998
213027_at	AU146655
213028_at	AI887378
213029_at	BG478428
213030_s_at	AI688418
213031_s_at	AF161382
213032_at	AI186739
213033_s_at	AI186739
213034_at	AB023216
213035_at	AI081194
213036_x_at	Y15724
213037_x_at	AJ132258
213038_at	AL031602
213039_at	AB011093
213040_s_at	AL008583
213041_s_at	BE798517
213042_s_at	AA877910
213043_s_at	AI023317
213044_at	N22548
213045_at	AB011133
213046_at	AI130920
213047_x_at	AI278616
213048_s_at	W26593
213049_at	BG436400
213050_at	AA594937
213051_at	AI133727
213052_at	BF246917
213053_at	AW189966
213054_at	AA845355
213055_at	BF693956
213056_at	AU145019
213057_at	AW118608
213058_at	AL033538
213059_at	AF055009
213060_s_at	U58515
213061_s_at	AA643304
213062_at	AA643304
213063_at	BF970253
213064_at	N64802
213065_at	AB011118
213066_at	AB002373
213067_at	AI382123
213068_at	AI146848
213069_at	AI148659
213070_at	AV682436
213071_at	AL049798
213072_at	AI928387
213073_at	AB002319
213074_at	BG545769
213075_at	AL050002
213076_at	D38169
213077_at	AL049305
213078_x_at	AI889513
213079_at	AA223871
213080_x_at	BF214492
213081_at	AL523144
213082_s_at	AJ005866
213083_at	AJ005866
213084_x_at	BF125158
213085_s_at	AB020676
213086_s_at	BF341845
213087_s_at	BF690020
213088_s_at	BE551340
213089_at	AU158490
213090_s_at	AI744029
213091_at	AB014516
213092_x_at	AW241779
213093_at	AI471375
213094_at	AL033377
213095_x_at	AF299327
213096_at	T51252
213097_s_at	AI338837
213098_at	AI567462
213099_at	AB018302
213100_at	AA127885
213101_s_at	Z78330
213102_at	Z78330
213103_at	AA128023
213104_at	AI799802
213105_s_at	AI799802
213106_at	AI769688
213107_at	R59093
213108_at	AW131813
213109_at	N25621
213110_s_at	AW052179
213111_at	AB023198
213112_s_at	N30649
213113_s_at	AI630178
213114_at	AI818736
213115_at	AL031177
213116_at	AI191920
213117_at	AW138594
213118_at	AL136821
213119_at	AW058600
213120_at	AA405798
213121_at	W67744
213122_at	AI096375
213123_at	BE222709
213124_at	BG538800
213125_at	AW007573
213126_at	BG230758
213127_s_at	BG230758
213128_s_at	AA527499
213129_s_at	AI970157
213130_at	AB032967
213131_at	R38389
213132_s_at	AL022237
213133_s_at	AW237404
213134_x_at	AI765445
213135_at	U90902
213136_at	AI828880
213137_s_at	AI828880
213138_at	M62324
213139_at	AI572079
213140_s_at	AB014593
213141_at	AJ272212
213142_x_at	AV700415
213143_at	BE856707
213144_at	AI074611
213145_at	BF001666
213146_at	AA521267
213147_at	AI375919
213148_at	AW156899
213149_at	AW299740
213150_at	BF792917
213151_s_at	AU157515
213152_s_at	AI343248
213153_at	AB028999
213154_s_at	AI934125
213155_at	AB011095
213156_at	BG251521
213157_s_at	BF115148
213158_at	AA045174
213159_at	AB018348
213160_at	D86964
213161_at	AI583393
213162_at	AI640861
213164_at	AI867198
213165_at	AI041204
213166_x_at	BG332462
213167_s_at	BF982927
213168_at	AU145005
213169_at	BG109855
213170_at	AA406605
213171_s_at	AL121753
213172_at	AW235608
213173_at	AI815033
213174_at	BE675549
213175_s_at	AL049650
213176_s_at	AI910869
213177_at	AB028989
213178_s_at	AB028989
213179_at	BG289914
213180_s_at	BE895285
213181_s_at	AL583528
213182_x_at	R78668
213183_s_at	N95363
213184_at	N48361
213185_at	AI758896
213186_at	BG502305
213187_x_at	BG538564
213188_s_at	AI823896
213189_at	BE966695
213190_at	R61519
213191_at	AF070530
213192_at	AL031447
213193_x_at	AL559122
213194_at	BF059159
213195_at	AI625844
213196_at	AI924293
213197_at	AB006627
213198_at	AL117643
213199_at	AL080220
213200_at	U93305
213201_s_at	AJ011712
213202_at	N30342
213203_at	AI633709
213204_at	AB014608
213205_s_at	AU159543
213206_at	AW149492
213207_s_at	AW149492
213208_at	AI801951
213209_at	BF058726
213210_at	AI005317
213211_s_at	AI005317
213212_x_at	AI632181
213213_at	AL035669
213214_x_at	AW190090
213215_at	AI910895
213216_at	AL537463
213217_at	AU149572
213218_at	AV705032
213219_at	AB028983
213220_at	AV706096
213221_s_at	AB018324
213222_at	AL049593
213223_at	AK025866
213224_s_at	AK025724
213225_at	AJ271832
213226_at	AI346350
213227_at	BE879873
213228_at	AK023913
213229_at	BF590131
213230_at	AI422335
213231_at	L19267
213232_at	AB040900
213233_s_at	AA460694
213234_at	AB040900
213235_at	BE504197
213236_at	AK025495
213237_at	AI652058
213238_at	AI478147
213239_at	NM_006346
213240_s_at	X07695
213241_at	AF035307
213242_x_at	AB006622
213243_at	AI052003
213244_at	AI207792
213245_at	AL120173
213246_at	AI346504
213247_at	AA716107
213248_at	AL577024
213249_at	AU145127
213250_at	BE966372
213251_at	AV712064
213252_at	AI739005
213253_at	AU154486
213254_at	N64803
213256_at	AW593996
213257_at	AJ290445
213258_at	BF511231
213259_s_at	AI937297
213260_at	AU145890
213261_at	AA035414
213262_at	AI932370
213263_s_at	AW025150
213264_at	AW025150
213265_at	AI570199
213266_at	BF592982
213267_at	AL162056
213268_at	Z98884
213269_at	N21541
213270_at	AW450911
213271_s_at	AB029040
213272_s_at	AF070596
213273_at	BF112171
213274_s_at	AA020826
213275_x_at	W47179
213276_at	T15766
213277_at	AI344045
213278_at	AW014788
213279_at	AL050217
213280_at	AK000478
213281_at	BE327172
213282_at	BE501952
213283_s_at	BG285616
213284_at	BG482928
213285_at	AV691491
213286_at	BF445199
213287_s_at	X14487
213288_at	AI761250
213289_at	BE221922
213290_at	AL531750
213291_s_at	AA160522
213292_s_at	AA908770
213293_s_at	AA083478
213294_at	AV755522
213295_at	AA555096
213296_at	BF339133
213297_at	AW131783
213298_at	X12492
213299_at	AW027070
213300_at	AW168132
213301_x_at	AL538264
213302_at	AL044326
213303_x_at	AF097916
213304_at	AI823592
213305_s_at	L42375
213306_at	AA917899
213307_at	AF131790
213308_at	BF435773
213309_at	AL117515
213310_at	AI613483
213311_s_at	BF000251
213312_at	NM_020425
213313_at	AI922519
213314_at	NM_020425
213315_x_at	L43577
213316_at	AL050154
213317_at	AL049313
213318_s_at	BG028844
213319_s_at	AW170359
213320_at	AL551971
213321_at	AL531533
213322_at	AL031778
213323_s_at	BE855831
213324_at	AK024281
213325_at	AA129716
213326_at	AU150319
213327_s_at	AI820101
213328_at	AI936517
213329_at	AA742261
213330_s_at	BE886580
213331_s_at	AV700007
213332_at	AL031290
213333_at	AL520774
213334_x_at	BE676218
213335_s_at	AK001922
213336_at	AI826454
213337_s_at	AA877218
213338_at	BF062629
213339_at	AB007964
213340_s_at	AI073551
213341_at	AI862658
213342_at	AI745185
213343_s_at	AL041124
213344_s_at	H51429
213345_at	AI624015
213346_at	BE748563
213347_x_at	AW132023
213348_at	N33167
213349_at	AI934469
213350_at	BF680255
213351_s_at	AB018322
213352_at	AB018322
213353_at	BF693921
213354_s_at	AI935343
213355_at	AI989567
213356_x_at	AL568186
213357_at	AV701318
213358_at	AB018345
213359_at	W74620
213360_s_at	AA514622
213361_at	AW129593
213362_at	N73931
213363_at	AW170549
213364_s_at	AI052536
213365_at	N64622
213366_x_at	AV711183
213367_at	AF035281
213368_x_at	BE501428
213369_at	AI825832
213370_s_at	BF057298
213371_at	AI803302
213372_at	AW173157
213373_s_at	BF439983
213374_x_at	AW000964
213375_s_at	N80918
213376_at	AI656706
213377_x_at	AI799007
213378_s_at	AI983033
213379_at	AF091086
213380_x_at	AA911235
213381_at	N91149
213382_at	AL137798
213383_at	AW593269
213384_x_at	Z37544
213385_at	AK026415
213386_at	AV726900
213387_at	AB033066
213388_at	H15535
213389_at	BF508616
213390_at	AB028987
213391_at	AI669947
213392_at	AW070229
213393_at	AI767210
213394_at	AI674759
213395_at	AL022327
213396_s_at	AA456929
213397_x_at	AI761728
213398_s_at	AI347090
213399_x_at	AI560720
213400_s_at	AV753028
213401_s_at	AA724134
213402_at	AA029811
213403_at	BF223370
213404_s_at	BF033683
213405_at	N95443
213406_at	AA521269
213407_at	AB023148
213408_s_at	AK024034
213409_s_at	BF593727
213410_at	AL050102
213411_at	AW242701
213412_at	NM_014428
213413_at	BG434174
213414_s_at	BE259729
213415_at	AI768628
213416_at	BG532690
213417_at	AW173045
213418_at	NM_002155
213419_at	U62325
213420_at	AA100250
213421_x_at	AW007273
213422_s_at	AW888223
213423_x_at	AI884858
213424_at	AB020702
213425_at	AI968085
213426_s_at	AA150110
213427_at	NM_006638
213428_s_at	AA292373
213429_at	AW025579
213430_at	BF224071
213431_x_at	AB011114
213432_at	AI697108
213433_at	AF038193
213434_at	H95263
213435_at	AB028957
213436_at	U73304
213437_at	AA861784
213438_at	AA995925
213439_x_at	AI197870
213440_at	AL530264
213441_x_at	AI745526
213442_x_at	AI745526
213443_at	N36774
213444_at	AB011115
213445_at	D63484
213446_s_at	AI679073
213447_at	AI672541
213448_at	AI693193
213449_at	D31765
213450_s_at	AI659611
213451_x_at	BE044614
213452_at	AI811577
213453_x_at	BF689355
213454_at	AL578583
213455_at	W87466
213456_at	AI927000
213457_at	BF739959
213458_at	AB023191
213459_at	AU155515
213460_x_at	N29665
213461_at	AI800983
213462_at	AW000928
213463_s_at	AW300504
213464_at	AV705938
213465_s_at	BF718769
213466_at	BE965869
213467_at	BF511718
213468_at	AI918117
213469_at	AV705244
213470_s_at	BF983406
213471_at	AB014573
213472_at	AI022387
213473_at	AL042733
213474_at	AI890903
213475_s_at	AC002310
213476_x_at	AL565749
213477_x_at	AL515273
213478_at	AB028949
213479_at	U26662
213480_at	AF052100
213481_at	N92920
213482_at	BF593175
213483_at	AK025679
213484_at	AI097640
213485_s_at	AK000002
213486_at	BF435376
213487_at	AI762811
213488_at	N73970
213489_at	BE671156
213490_s_at	AI762811
213491_x_at	AL514285
213492_at	X06268
213493_at	BF509657
213494_s_at	AA748649
213495_s_at	AW166067
213496_at	AW592563
213497_at	AL050374
213498_at	BG328407
213499_at	NM_004366
213500_at	AI307760
213501_at	T62985
213502_x_at	AA398569
213503_x_at	BE908217
213504_at	W63732
213505_s_at	BG252853
213506_at	BE965369
213507_s_at	BG249565
213508_at	AA142942
213509_x_at	AW157619
213510_x_at	AW194543
213511_s_at	AI167164
213512_at	BF109941
213513_x_at	BG034239
213514_s_at	AU158818
213515_x_at	AI133353
213516_at	AF126008
213517_at	AW103422
213518_at	AI689429
213519_s_at	AI078169
213520_at	NM_004260
213521_at	AW575379
213522_s_at	AA527578
213523_at	AI671049
213524_s_at	NM_015714
213525_at	AC002310
213526_s_at	BF215644
213527_s_at	AI095896
213528_at	AL035369
213529_at	AI350500
213530_at	AI040009
213531_s_at	AI040009
213532_at	AI797833
213533_at	M98528
213534_s_at	D50925
213535_s_at	AA910614
213536_s_at	AA910614
213537_at	AI128225
213538_at	AI936458
213539_at	NM_000732
213540_at	AL031228
213541_s_at	AI351043
213542_at	AI246730
213543_at	AA570453
213544_at	AI186701
213545_x_at	BE962615
213546_at	AL050378
213547_at	AB014567
213548_s_at	BG257762
213549_at	AI890972
213550_s_at	AA993683
213551_x_at	AI744229
213552_at	W87398
213553_x_at	W79394
213554_s_at	AI928407
213555_at	AL049699
213556_at	BE673445
213557_at	AW305119
213558_at	AB011131
213559_s_at	BF223401
213560_at	AV658684
213561_at	BF062335
213562_s_at	BF979497
213563_s_at	AA016035
213564_x_at	BE042354
213565_s_at	AI193899
213566_at	NM_005615
213567_at	BF431965
213568_at	AI811298
213569_at	AV705485
213570_at	BF516289
213571_s_at	BF516289
213572_s_at	AI554300
213573_at	AA861608
213574_s_at	AA861608
213575_at	AA831170
213577_at	AA639705
213578_at	AI678679
213579_s_at	AI459462
213580_at	AA521272
213581_at	BF446180
213582_at	BF439472
213583_x_at	BE964125
213584_s_at	AI432137
213585_s_at	AA764988
213586_at	AI401296
213587_s_at	AI884867
213588_x_at	AA838274
213589_s_at	AW468201
213590_at	AA705628
213591_at	AU149534
213592_at	X89271
213593_s_at	AW978896
213594_x_at	AU130523
213595_s_at	AA127643
213596_at	AL050391
213597_s_at	BF002474
213598_at	W87688
213599_at	BE045993
213600_at	AA425633
213601_at	AB011537
213602_s_at	AA401885
213603_s_at	BE138888
213604_at	AW451236
213605_s_at	AL049987
213606_s_at	AI571798
213607_x_at	BE551347
213608_s_at	AI220627
213609_s_at	AB023144
213610_s_at	BE326381
213611_at	BF726531
213612_x_at	AI800419
213613_s_at	BE551347
213614_x_at	BE786672
213615_at	AA773554
213616_at	BF063896
213617_s_at	BF063896
213618_at	AB011152
213619_at	AV753392
213620_s_at	AA126728
213621_s_at	AW182892
213622_at	AI733465
213623_at	NM_007054
213624_at	AA873600
213625_at	AW190088
213626_at	AL049442
213627_at	AI924630
213628_at	AA883493
213629_x_at	BF246115
213630_at	AB002361
213631_x_at	BE789211
213632_at	M94065
213633_at	NM_018957
213634_s_at	AL031588
213635_s_at	AI761858
213636_at	AB028968
213637_at	BE503392
213638_at	AW054711
213639_s_at	AI871396
213640_s_at	BE503425
213641_at	AB011129
213642_at	BE312027
213643_s_at	AK022846
213644_at	AI979276
213645_at	AF305057
213646_x_at	BE300252
213647_at	D42046
213648_at	AW614427
213649_at	AA524053
213650_at	AW006438
213651_at	AI935720
213652_at	AU152579
213653_at	AW069290
213654_at	R60550
213655_at	AA502643
213656_s_at	BF593594
213657_s_at	BE858194
213658_at	BE858194
213659_at	AA209420
213660_s_at	AA581879
213661_at	AI671186
213662_at	AI740515
213663_s_at	AI740515
213664_at	AW235061
213665_at	AI989477
213666_at	AK026589
213667_at	AB002307
213668_s_at	AI989477
213669_at	AB006628
213670_x_at	AI768378
213671_s_at	AA621558
213672_at	AA621558
213673_x_at	AA156251
213674_x_at	AI858004
213675_at	W61005
213676_at	AL038824
213677_s_at	BG434893
213678_at	F09448
213679_at	AL049329
213680_at	AI831452
213681_at	AW512817
213682_at	AL036344
213683_at	AV727634
213684_s_at	BF671400
213685_at	AA830143
213686_at	AI186145
213687_s_at	BE968801
213688_at	N25325
213689_x_at	AL137958
213690_s_at	AL050131
213691_at	AL050131
213692_s_at	AA904259
213693_s_at	AI610869
213694_at	AW027347
213695_at	L48516
213696_s_at	AA421957
213697_at	AW291829
213698_at	AI805560
213699_s_at	AA854017
213700_s_at	AA554945
213701_at	AW299245
213702_x_at	AI934569
213703_at	W95043
213704_at	AA129753
213705_at	AW301861
213706_at	AI368018
213707_s_at	NM_005221
213708_s_at	N40555
213709_at	H11725
213710_s_at	AL523275
213711_at	NM_002281
213712_at	BF508639
213713_s_at	R48779
213714_at	AI040163
213715_s_at	AF070591
213716_s_at	BF939675
213717_at	AA211481
213718_at	BE222257
213719_s_at	AI831675
213720_s_at	AI831675
213721_at	L07335
213722_at	AW007161
213723_s_at	AI424441
213724_s_at	AI870615
213725_x_at	AI693140
213726_x_at	AA515698
213727_x_at	AI743654
213728_at	AI248598
213729_at	Z78308
213730_x_at	BE962186
213731_s_at	AI871234
213732_at	AI871234
213733_at	BF740152
213734_at	BG260658
213735_s_at	AI557312
213736_at	AI557312
213737_x_at	AI620911
213738_s_at	AI587323
213739_at	AL049387
213740_s_at	AI401287
213741_s_at	BF575685
213742_at	AW241752
213743_at	BE674119
213744_at	AI817331
213745_at	AW151108
213746_s_at	AW051856
213747_at	AA047234
213748_at	AW271713
213749_at	AV686235
213750_at	AA928506
213751_at	AW873594
213752_at	BF111846
213753_x_at	BF541557
213754_s_at	AW613203
213755_s_at	BF431501
213756_s_at	AI393937
213757_at	AA393940
213758_at	AW337510
213759_at	N74140
213760_s_at	H82458
213761_at	AW664850
213762_x_at	AI452524
213763_at	R37104
213764_s_at	AW665892
213765_at	AW665892
213766_x_at	N36926
213767_at	U43586
213768_s_at	AW950513
213769_at	AA971768
213770_at	U43586
213771_at	AI401612
213772_s_at	BF196572
213773_x_at	AW248552
213774_s_at	AW614578
213775_x_at	AI357871
213776_at	AA583336
213777_s_at	AI762013
213778_x_at	AI983201
213779_at	AL031186
213780_at	N30878
213781_at	AC005757
213782_s_at	BF939176
213783_at	AI760053
213784_at	AL037167
213785_at	AW269792
213786_at	AI935415
213787_s_at	AV702405
213788_s_at	AI701156
213789_at	N58493
213790_at	W46291
213791_at	NM_006211
213792_s_at	AA485908
213793_s_at	BE550452
213794_s_at	AI269117
213795_s_at	AL121905
213796_at	AI923984
213797_at	AI337069
213798_s_at	AA806142
213799_s_at	BF740139
213800_at	X04697
213801_x_at	AW304232
213802_at	AI810767
213803_at	BG545463
213804_at	AI039084
213805_at	AI692428
213806_at	BE222739
213807_x_at	BE870509
213808_at	BE674466
213809_x_at	BG393795
213810_s_at	AW007137
213811_x_at	AW062341
213812_s_at	AK024748
213813_x_at	AI345238
213814_s_at	AA741303
213815_x_at	AI913329
213816_s_at	AA005141
213817_at	AL049435
213818_x_at	AI862325
213819_s_at	H45696
213820_s_at	T54159
213821_s_at	AI819115
213822_s_at	BE856776
213823_at	H94842
213824_at	AI870776
213825_at	AA757419
213826_s_at	AA292281
213827_at	AL137579
213828_x_at	AA477655
213829_x_at	AK000485
213830_at	AW007751
213831_at	X00452
213832_at	AA530995
213833_x_at	AA931929
213834_at	AB029033
213835_x_at	AL524262
213836_s_at	AW052084
213837_at	Z98752
213838_at	AA191426
213839_at	AW028110
213840_s_at	R68573
213841_at	BE223030
213842_x_at	AK021688
213843_x_at	AW276522
213844_at	NM_019102
213845_at	AL355532
213846_at	AA382702
213847_at	NM_006262
213848_at	AI655015
213849_s_at	AA974416
213850_s_at	AI984932
213851_at	BG031677
213852_at	BG289199
213853_at	AL050199
213854_at	BF511590
213855_s_at	AI500366
213856_at	BG230614
213857_s_at	BG230614
213858_at	BE350026
213859_x_at	AI652586
213860_x_at	AW268585
213861_s_at	N67741
213862_at	AI979087
213863_s_at	AW611641
213864_s_at	AI985751
213865_at	AI378788
213866_at	AL134453
213867_x_at	AA809056
213868_s_at	AW243128
213869_x_at	AA218868
213870_at	AL031228
213871_s_at	AA523444
213872_at	BE465032
213873_at	D29810
213874_at	NM_006215
213875_x_at	BG252842
213876_x_at	AW089584
213877_x_at	AI568533
213878_at	AI685944
213879_at	AV726646
213880_at	AL524520
213881_x_at	AI971724
213882_at	AA012917
213883_s_at	AA012917
213884_s_at	AA114843
213885_at	AA114843
213887_s_at	AI554759
213888_s_at	AL022398
213889_at	AI742901
213890_x_at	AI200589
213891_s_at	AI927067
213892_s_at	AA927724
213893_x_at	AA161026
213894_at	BF447246
213895_at	BF445047
213896_x_at	BE856549
213897_s_at	AI832239
213898_at	AW149379
213899_at	AI743685
213900_at	AA524029
213901_x_at	AW149379
213902_at	AI379338
213903_s_at	AI380850
213904_at	AL390170
213905_x_at	AA845258
213906_at	AW592266
213907_at	N32257
213908_at	AI824078
213909_at	AU147799
213910_at	AW770896
213911_s_at	BF718636
213912_at	AW134976
213913_s_at	AW134976
213914_s_at	R85779
213915_at	NM_005601
213916_at	AU154474
213917_at	BE465829
213918_s_at	BF221673
213919_at	AW024467
213920_at	AB006631
213921_at	NM_001048
213922_at	AW294686
213923_at	AW005535
213924_at	BF476502
213925_at	AL134612
213926_s_at	AI742626
213927_at	AV753204
213928_s_at	AI742626
213929_at	AL050204
213930_at	N51708
213931_at	AI819238
213932_x_at	AI923492
213933_at	AW242315
213934_s_at	AL567808
213935_at	AF007132
213936_x_at	AW276646
213937_s_at	AV723177
213938_at	Z38645
213939_s_at	AI871641
213940_s_at	AU145053
213941_x_at	AI970731
213942_at	AL134303
213943_at	X99268
213944_x_at	BG236220
213945_s_at	AA909765
213946_s_at	AI633851
213947_s_at	AI867102
213948_x_at	AI564838
213949_s_at	AI370867
213950_s_at	BE670265
213951_s_at	BE964655
213952_s_at	AI372974
213953_at	AI732381
213954_at	AB020695
213955_at	BE673151
213956_at	AW299294
213957_s_at	AA635523
213958_at	AW134823
213959_s_at	BF515597
213960_at	T87225
213961_s_at	AI077556
213962_s_at	AI924382
213963_s_at	AW589975
213964_x_at	AI307586
213965_s_at	AL035406
213966_at	N25429
213967_at	AI634532
213968_at	AA748177
213969_x_at	BF683426
213970_at	AA744682
213971_s_at	AI924660
213972_at	AI080288
213973_at	BE646396
213974_at	AB033059
213975_s_at	AV711904
213976_at	AA054734
213977_s_at	AA054734
213978_at	AA338945
213979_s_at	BF984434
213980_s_at	AA053830
213981_at	BG054676
213982_s_at	BG107203
213983_s_at	AW991219
213984_at	AW991219
213985_s_at	H45660
213986_s_at	AI805266
213987_s_at	AA576621
213988_s_at	BE971383
213989_x_at	AB004853
213990_s_at	BF056517
213991_s_at	BF940710
213992_at	AI889941
213993_at	AI885290
213994_s_at	AI885290
213995_at	AW195882
213996_at	NM_013313
213997_at	AB011146
213998_s_at	AW188131
213999_at	BE999993
214000_s_at	AI744627
214001_x_at	AW302047
214002_at	AA419227
214003_x_at	BF184532
214004_s_at	AI806207
214005_at	BE326952
214006_s_at	BE326952
214007_s_at	AW665024
214008_at	N25562
214009_at	R10150
214010_s_at	R50094
214011_s_at	BE314601
214012_at	BE551138
214013_s_at	BE675153
214014_at	W81196
214015_at	AI968839
214016_s_at	AL558875
214017_s_at	AA039439
214018_at	AI203397
214019_at	Z23022
214020_x_at	BE138575
214021_x_at	AI335208
214022_s_at	AA749101
214023_x_at	AL533838
214024_s_at	AA631156
214025_at	AI922937
214026_s_at	AI860246
214027_x_at	AA889653
214028_x_at	AU156998
214029_at	AI435954
214030_at	BE501352
214031_s_at	AI920979
214032_at	AI817942
214033_at	AI084637
214034_at	AB011097
214035_x_at	AA308853
214036_at	BE464799
214037_s_at	BF224247
214038_at	AI984980
214039_s_at	T15777
214040_s_at	BE675337
214041_x_at	BE857772
214042_s_at	AW071997
214043_at	BF062299
214044_at	BE968750
214045_at	BF056778
214046_at	AA017721
214047_s_at	AI913365
214048_at	AI913365
214049_x_at	AI829961
214050_at	AI694317
214051_at	BF677486
214052_x_at	AW301305
214053_at	AW772192
214054_at	AI828929
214055_x_at	AW238632
214056_at	BF981280
214057_at	H71805
214058_at	M19720
214059_at	BE049439
214060_at	BE220360
214061_at	AI017564
214062_x_at	AI684894
214063_s_at	AI073407
214064_at	AI073407
214065_s_at	BG251252
214066_x_at	AA565715
214067_at	AL031709
214068_at	AF070610
214069_at	AA865601
214070_s_at	AW006935
214071_at	AI082827
214072_x_at	AA679297
214073_at	BG475299
214074_s_at	BG475299
214075_at	AI984136
214076_at	AI697803
214077_x_at	H15129
214078_at	AF070581
214079_at	AK000345
214080_x_at	AI815793
214081_at	AF070526
214082_at	AW003516
214083_at	AW772123
214084_x_at	AW072388
214085_x_at	AI912583
214086_s_at	AK001980
214087_s_at	BF593509
214088_s_at	AW080549
214089_at	AA976278
214090_at	BF732462
214091_s_at	AW149846
214092_x_at	AI928127
214093_s_at	AA156865
214094_at	AA156865
214095_at	AW190316
214096_s_at	AW190316
214097_at	AW024383
214098_at	AB029030
214099_s_at	AK001619
214100_x_at	AI284845
214101_s_at	BG153399
214102_at	AK023737
214103_s_at	BE669921
214104_at	AI703188
214105_at	AI922872
214106_s_at	AI762113
214107_x_at	AW340850
214108_at	AI346181
214109_at	AI659561
214110_s_at	BF195104
214111_at	AF070577
214112_s_at	AA543076
214113_s_at	AI738479
214114_x_at	AK023141
214115_at	AI814466
214116_at	AI767414
214117_s_at	AI767414
214118_x_at	AI205598
214119_s_at	AI936769
214120_at	AW157535
214121_x_at	AA086229
214122_at	AA086229
214123_s_at	AI126492
214124_x_at	AL043487
214125_s_at	BF440021
214126_at	N39314
214127_s_at	H28020
214128_at	AB014559
214129_at	AI821791
214130_s_at	AI821791
214131_at	AL049280
214132_at	BG232034
214133_at	AI611214
214134_at	BF939689
214135_at	BE551219
214136_at	W80642
214137_at	AI806482
214138_at	AA284829
214139_at	AI051476
214140_at	AI827990
214141_x_at	BF033354
214142_at	AI732905
214143_x_at	AI560573
214144_at	BF432147
214145_s_at	BG223341
214146_s_at	R64130
214147_at	AL046350
214148_at	U90917
214149_s_at	AI252582
214150_x_at	BE043477
214151_s_at	AU144243
214152_at	AU144243
214153_at	BE467941
214154_s_at	AA888057
214155_s_at	AI743740
214156_at	AL050090
214157_at	AA401492
214158_s_at	AV682503
214159_at	AW771015
214160_at	AI738463
214161_at	BF057458
214162_at	AF070541
214163_at	AV700696
214164_x_at	BF752277
214165_s_at	BF512553
214166_at	AW294107
214167_s_at	AA555113
214168_s_at	AA813018
214169_at	BE615699
214170_x_at	AA669797
214171_s_at	AI810156
214172_x_at	BG032035
214173_x_at	AW514900
214174_s_at	BE043700
214175_x_at	AI254547
214176_s_at	AI348545
214177_s_at	AI935162
214178_s_at	AI356682
214179_s_at	H93013
214180_at	AW340588
214181_x_at	AI735692
214182_at	AA243143
214183_s_at	X91817
214184_at	AW195837
214185_at	AW592227
214186_s_at	AI346483
214187_x_at	AA129726
214188_at	AW665096
214189_s_at	AI799984
214190_x_at	AI799984
214191_at	W67992
214192_at	Y08613
214193_s_at	AI770084
214194_at	AW043622
214195_at	AA602532
214196_s_at	AA602532
214197_s_at	AI762193
214198_s_at	AU150824
214199_at	NM_003019
214200_s_at	AI193744
214201_x_at	AA742237
214202_at	N21364
214203_s_at	AA074145
214204_at	BF224076
214205_x_at	AK022131
214206_at	AI739480
214207_s_at	AW024347
214208_at	BF448703
214209_s_at	BE504895
214210_at	AL049764
214211_at	AA083483
214212_x_at	AI928241
214213_x_at	AA063189
214214_s_at	AU151801
214215_s_at	AW514174
214216_s_at	AW628686
214217_at	D60132
